,Level,Offers Remote,Publish Time,Salary,Title,Close Time,State,Collaboration Type
2062,S,False,2019-06-26 17:18:39,2,توسعه‌دهنده Front End,2019-08-26 03:00:04,C,PT
2066,J,False,2019-06-25 11:35:09,6,برنامه‌نویس PHP,2019-08-25 03:00:04,C,FT
2067,J,False,2019-06-24 10:12:39,4,برنامه‌نویس قالب وردپرس,2019-08-24 03:00:04,C,FT
2068,J,False,2019-06-24 10:00:38,4,برنامه‌نویس قالب و پلاگین وردپرس,2019-08-24 03:00:04,C,FT
2079,S,True,2019-06-22 17:36:13,6,Frontend Developer,2019-08-22 03:00:05,C,FT
2081,I,False,2019-06-22 16:28:05,2,کارآموز توسعه نرم افزار Dynamics 365,2019-08-22 03:00:05,C,FT
2083,S,True,2019-06-02 13:41:09,4,متخصص امنیت سرور و کلاینت,2019-08-02 03:00:05,C,FT
2091,J,False,2019-06-15 13:52:02,2,طراح و توسعه‌دهنده UI,2019-08-15 03:00:04,C,FT
2092,S,False,2019-06-14 16:53:53,6,برنامه‌نویس بک اند NodeJS,2019-08-14 03:00:04,C,FT
2093,J,True,2019-06-13 16:20:50,2,کارشناس Machine Learning - دورکاری,2019-08-13 03:00:04,C,PT
2094,S,False,2019-06-12 15:45:45,6,برنامه‌نویس فرانت اند (React),2019-08-12 03:00:05,C,FT
2095,S,False,2019-06-12 15:45:39,6,Senior Front End Developer,2019-08-12 03:00:05,C,FT
2096,J,False,2019-06-12 10:21:09,2,طراح UI/UX,2019-08-12 03:00:05,C,FT
2097,J,False,2019-06-12 10:21:18,3,توسعه‌دهنده Python/Django,2019-08-12 03:00:05,C,FT
2099,J,False,2019-06-12 10:21:02,2,توسعه‌دهنده Front End,2019-08-12 03:00:05,C,FT
2100,M,False,2019-06-12 10:21:42,12,مدیر فنی CTO,2019-08-12 03:00:05,C,FT
2101,S,False,2019-06-11 09:40:03,6,برنامه‌نویس ارشد PHP و Laravel,2019-08-11 03:00:04,C,FT
2102,S,False,2019-06-11 09:40:15,3,برنامه‌نویس php,2019-08-11 03:00:04,C,PT
2108,S,False,2019-06-08 14:12:11,8,توسعه‌دهنده پایتون و جنگو,2019-08-08 03:00:05,C,FT
2110,J,False,2019-06-08 10:26:35,3,توسعه‌دهنده Front End,2019-08-08 03:00:05,C,FT
2111,J,False,2019-06-04 15:36:27,2,توسعه‌دهنده Front End,2019-08-04 03:00:04,C,FT
2112,J,False,2019-06-04 15:36:03,6,متخصص بک اند لاراول Laravel,2019-08-04 03:00:04,C,FT
2113,I,False,2019-06-03 15:46:51,1,کارآموز Back-End - Django,2019-06-11 15:42:03,C,FT
2116,S,True,2019-06-02 13:42:42,3,برنامه‌نویس android,2019-08-02 03:00:05,C,FT
2117,J,False,2019-06-01 18:50:10,3,توسعه‌دهنده اندروید,2019-08-01 03:00:04,C,PT
2118,J,True,2019-06-01 12:25:22,3,برنامه‌نویس سیستمی,2019-07-10 14:07:26,C,PR
2120,J,False,2019-05-30 00:02:02,3,طراح رابط کاربری,2019-07-29 03:00:04,C,FT
2121,S,False,2019-05-30 00:02:14,4,توسعه‌دهنده ارشد Back end,2019-07-29 03:00:04,C,FT
2125,S,False,2019-05-29 11:40:08,6,توسعه‌دهنده Front End,2019-07-29 03:00:04,C,FT
2130,I,False,2019-05-28 09:36:21,1,کار‌آموز برنامه‌نویس PHP,2019-07-28 03:00:05,C,FT
2131,I,False,2019-05-28 09:35:48,1,کارآموزی توسعه Front-End,2019-06-05 22:51:55,C,FT
2141,J,False,2019-05-26 15:03:57,4,توسعه‌دهنده Full-stack,2019-05-31 21:49:10,C,FT
2145,S,False,2019-05-25 18:22:52,4,برنامه‌نویس,2019-07-25 03:00:04,C,FT
2146,J,False,2019-05-25 14:29:06,2,برنامه‌نویس php,2019-07-25 03:00:04,C,FT
2147,J,False,2019-05-25 14:29:30,3,توسعه‌دهنده Front End,2019-06-03 11:38:47,C,PT
2149,S,False,2019-05-23 21:13:01,6,توسعه‌دهنده فرانت اند Vue.JS,2019-07-23 03:00:04,C,FT
2150,J,True,2019-05-23 15:32:19,2,Junior Frontend Developer,2019-05-25 12:31:01,C,PT
2152,J,True,2019-05-23 11:39:20,3,توسعه‌دهنده و برنامه‌نویس وبسایت,2019-05-29 11:09:17,C,PR
2158,S,False,2019-05-22 10:14:23,4,برنامه‌نویس PHP بر پایه فریم‌ورک Laravel,2019-07-22 03:00:04,C,FT
2159,J,False,2019-05-21 18:02:36,4,توسعه‌دهنده اندروید,2019-06-23 12:30:01,C,FT
2160,J,True,2019-05-21 17:31:53,2,برنامه‌نویس اندروید,2019-07-21 03:00:04,C,PT
2163,J,True,2019-05-20 09:52:27,2,برنامه‌نویس React - دورکاری,2019-07-20 03:00:04,C,PT
2165,J,False,2019-05-20 18:04:05,4,توسعه‌دهنده C,2019-07-20 03:00:04,C,FT
2166,J,False,2019-05-20 18:03:14,6,برنامه‌نویس PHP,2019-07-20 03:00:04,C,FT
2167,J,False,2019-05-20 12:27:06,3,متخصص وردپرس,2019-07-20 03:00:04,C,FT
2168,S,False,2019-05-20 11:48:27,8,برنامه‌نویس Full Stack,2019-07-20 03:00:04,C,FT
2169,J,False,2019-05-20 11:49:21,4,برنامه‌نویس JavaScript,2019-07-20 03:00:04,C,FT
2176,J,True,2019-05-19 11:41:29,1,توسعه‌دهنده Backend,2019-07-19 03:00:04,C,FT
2181,S,False,2019-05-18 14:13:44,8,برنامه‌نویس Javascript,2019-07-18 03:00:04,C,FT
2186,S,False,2019-05-18 11:07:19,6,برنامه‌نویس react.js,2019-07-18 03:00:04,C,FT
2188,S,False,2019-05-15 13:29:22,6,برنامه‌نویس java,2019-07-15 03:00:04,C,FT
2189,S,False,2019-05-15 12:05:36,4,برنامه‌نویس وب,2019-07-15 03:00:04,C,FT
2191,J,False,2019-05-14 16:26:26,3,متخصص سئو,2019-07-14 03:00:04,C,FT
2192,J,False,2019-05-13 10:51:30,4,توسعه‌دهنده Front End,2019-07-13 03:00:05,C,FT
2195,S,False,2019-05-14 13:59:28,4,برنامه‌نویس c#,2019-07-14 03:00:04,C,FT
2196,S,False,2019-05-13 15:16:19,8,توسعه‌دهنده Front End,2019-07-13 03:00:05,C,FT
2200,S,False,2019-05-11 09:43:36,3,توسعه‌دهنده وردپرس,2019-07-11 03:00:05,C,FT
2204,I,False,2019-05-11 09:44:02,2,توسعه‌دهنده وردپرس,2019-07-11 03:00:05,C,FT
2205,S,False,2019-05-11 09:43:51,3,متخصص سئو,2019-07-11 03:00:05,C,FT
2208,S,False,2019-05-08 10:55:08,6,برنامه‌نویس ارشد پایتون,2019-07-08 03:00:05,C,FT
2210,S,False,2019-05-07 17:34:43,6,توسعه‌دهنده Angular,2019-05-25 16:43:18,C,FT
2211,S,False,2019-05-07 10:10:24,12,(Senior Fullstack Developer (Node.js,2019-07-07 03:00:05,C,FT
2215,S,False,2019-05-06 09:41:04,12,برنامه‌نویس ارشد PHP,2019-07-06 03:00:04,C,FT
2216,J,False,2019-05-05 15:48:53,2,توسعه‌دهنده Front End,2019-07-05 03:00:05,C,PT
2217,J,False,2019-05-05 12:50:12,3,Android Software Engineer,2019-07-05 03:00:05,C,FT
2219,J,False,2019-05-04 17:07:02,4,توسعه‌دهنده Front-End,2019-07-04 03:00:05,C,FT
2224,S,False,2019-05-04 16:39:09,6,توسعه‌دهنده Android,2019-07-04 03:00:05,C,FT
2227,S,False,2019-05-04 09:56:28,4,برنامه‌نویس وب React,2019-07-04 03:00:05,C,FT
2229,S,False,2019-05-04 09:57:37,4,برنامه‌نویس لاراول,2019-07-04 03:00:05,C,FT
2231,S,False,2019-05-01 16:57:17,2,توسعه‌دهنده Front End,2019-07-01 03:00:04,C,PT
2233,J,False,2019-04-29 13:55:11,3,پشتیبان نرم افزار,2019-06-29 03:00:04,C,FT
2235,J,False,2019-05-16 12:30:33,3,Android Developer,2019-05-26 13:13:03,C,FT
2236,S,False,2019-05-04 16:41:44,8,برنامه‌نویس ارشد .NET,2019-07-04 03:00:05,C,FT
2243,I,False,2019-04-28 14:16:47,2,توسعه‌دهنده Front End,2019-06-28 03:00:04,C,FT
2249,S,False,2019-04-28 18:52:37,6,برنامه‌نویس ++C,2019-06-28 03:00:04,C,FT
2253,I,False,2019-04-28 14:24:02,2,کارشناس PR,2019-06-28 03:00:04,C,FT
2257,I,False,2019-04-28 14:21:51,2,کارشناس CRM و پشتیبانی,2019-06-28 03:00:04,C,FT
2259,I,False,2019-04-28 14:21:01,2,فعال رسانه‌های اجتماعی,2019-06-28 03:00:04,C,FT
2261,I,False,2019-04-28 14:20:40,2,Data Scientist,2019-06-28 03:00:04,C,FT
2263,I,False,2019-04-28 14:18:48,2,UI/UX designer,2019-06-28 03:00:04,C,FT
2264,I,False,2019-04-28 14:18:37,2,توسعه‌دهنده Backend,2019-06-28 03:00:04,C,FT
2269,I,False,2019-04-28 14:18:20,2,توسعه‌دهنده اندروید,2019-06-28 03:00:04,C,FT
2274,S,False,2019-04-28 14:14:08,8,توسعه‌دهنده Backend (آقا),2019-06-28 03:00:04,C,FT
2275,J,True,2019-04-09 10:17:23,2,CTO | استارتاپ فین تک,2019-06-09 03:00:05,C,PT
2276,J,False,2019-04-27 12:19:46,2,برنامه‌نویس Node.JS,2019-06-27 03:00:04,C,FT
2277,J,False,2019-04-27 12:16:00,2,برنامه‌نویس React Native,2019-06-27 03:00:04,C,FT
2278,J,False,2019-04-27 11:52:08,2,برنامه‌نویس React.JS,2019-06-27 03:00:04,C,FT
2284,J,True,2019-04-29 15:35:47,2,برنامه‌نویس Full Stack,2019-06-29 03:00:04,C,PT
2285,J,False,2019-04-28 15:45:28,4,برنامه‌نویس سیستمی,2019-06-28 03:00:04,C,FT
2286,S,False,2020-04-28 14:58:29,4,برنامه‌نویس قالب وردپرس,2020-06-28 03:00:08,C,FT
2287,S,False,2019-04-28 15:43:54,8,برنامه‌نویس ارشد سیستمی,2019-06-28 03:00:04,C,FT
2290,S,False,2021-04-25 12:02:59,12,برنامه‌نویس ارشد (PHP (Laravel,2021-06-05 03:00:13,C,FT
2297,J,False,2019-04-08 16:51:12,3,برنامه‌نویس Front-end,2019-06-08 03:00:04,C,FT
2314,S,False,2019-04-16 09:40:47,6,SQL Developer,2019-06-16 03:00:04,C,FT
2315,S,False,2019-04-15 13:37:27,6,توسعه‌دهنده Python,2019-06-15 03:00:05,C,FT
2316,J,False,2019-04-15 13:36:34,4,توسعه‌دهنده Front-End,2019-06-15 03:00:05,C,FT
2317,S,True,2019-04-15 09:59:40,6,برنامه‌نویس OpenCL,2019-06-15 03:00:05,C,PR
2318,S,False,2019-04-09 13:51:26,4,برنامه‌نویس React Native,2019-06-09 03:00:04,C,FT
2319,S,False,2019-04-14 17:03:48,6,برنامه‌نویس ارشد React) Front-end),2019-06-14 03:00:04,C,FT
2321,S,True,2019-04-13 14:45:21,4,Embedded Linux Developer,2019-06-13 03:00:04,C,FT
2322,S,False,2019-04-10 09:37:06,6,sysAdmin,2019-06-10 03:00:04,C,FT
2323,S,False,2019-04-10 09:36:56,6,برنامه‌نویس سیستم‌های Embedded,2019-06-10 03:00:04,C,FT
2324,S,False,2019-04-09 13:51:54,4,برنامه‌نویس Node JS,2019-06-09 03:00:04,C,FT
2334,J,False,2020-07-04 14:26:08,8,برنامه‌نویس جاوا,2020-09-03 03:00:10,C,FT
2346,S,False,2019-03-09 11:19:28,3,مدیر فنی CTO,2019-05-11 17:53:26,C,FT
2349,J,False,2019-04-07 13:45:06,6,تحلیل‌گر و طراح سیستم اطلاعاتی,2019-06-07 03:00:04,C,FT
2351,I,False,2019-04-06 14:18:02,4,برنامه‌نویس جاوا,2019-06-06 03:00:04,C,FT
2352,S,False,2019-04-06 09:51:04,4,برنامه‌نویس Ios,2019-06-06 03:00:04,C,FT
2353,J,True,2019-03-30 12:14:14,2,برنامه‌نویس React.js,2019-05-30 03:00:04,C,PT
2355,S,False,2019-03-02 17:05:04,2,توسعه‌دهنده وب (خانم),2019-05-02 03:00:04,C,FT
2356,J,False,2019-03-19 13:35:39,4,توسعه‌دهنده React,2019-05-19 03:00:04,C,FT
2368,J,False,2019-03-09 18:37:50,6,توسعه‌دهنده وب در موضوعات 3D,2019-05-11 17:53:26,C,FT
2372,J,False,2019-03-02 15:37:41,6,Android Developer,2019-04-09 13:37:38,C,FT
2374,S,False,2019-03-02 15:28:01,12,iOS developer,2019-05-02 03:00:04,C,FT
2376,J,False,2019-03-02 13:46:17,3,برنامه‌نویس موبایل,2019-05-02 03:00:04,C,FT
2377,S,False,2019-03-02 12:16:45,6,Data scientist,2019-05-02 03:00:04,C,FT
2379,J,True,2020-09-13 14:03:46,6,Full Stack .NET Developer,2020-11-13 03:00:09,C,FT
2380,J,False,2019-03-01 20:58:15,3,توسعه‌دهنده Back-end,2019-05-01 03:00:04,C,FT
2381,J,False,2019-03-01 20:51:00,4,توسعه‌دهنده اپلیکیشن React Native,2019-05-01 03:00:04,C,FT
2382,S,False,2019-03-01 20:47:03,6,توسعه‌دهنده Back-end,2019-05-01 03:00:04,C,FT
2386,S,True,2019-02-27 09:39:38,6,توسعه‌دهنده React,2019-04-29 03:00:04,C,FT
2387,S,True,2019-02-27 09:39:23,6,توسعه‌دهنده Angular,2019-04-29 03:00:04,C,FT
2388,S,False,2019-02-26 17:20:08,8,توسعه‌دهنده ارشد Python/Django,2019-04-28 03:00:04,C,FT
2389,J,False,2019-02-26 17:20:37,3,توسعه‌دهنده Front-End,2019-04-28 03:00:04,C,FT
2390,S,False,2019-02-12 18:25:11,6,توسعه‌دهنده Django,2019-04-14 03:00:05,C,FT
2391,S,False,2019-02-25 10:05:49,6,برنامه‌نویس Full-Stack,2019-04-27 03:00:04,C,FT
2394,S,False,2019-02-23 13:25:40,6,توسعه‌دهنده J2EE,2019-04-25 03:00:04,C,FT
2395,S,False,2019-02-06 17:29:39,2,برنامه‌نویس React/React Native,2019-04-08 03:03:21,C,FT
2402,M,False,2019-03-03 17:34:22,12,مدیر تیم فنی (CTO-آقا),2019-05-03 03:00:04,C,FT
2406,J,True,2019-02-16 15:59:09,4,توسعه‌دهنده Back-End,2019-04-18 03:00:04,C,FT
2412,S,False,2019-02-06 17:37:08,2,برنامه‌نویس NET CORE.,2019-04-08 03:03:21,C,FT
2416,J,False,2019-02-02 10:41:13,4,توسعه‌دهنده Back-End,2019-04-04 03:00:04,C,FT
2420,S,False,2019-01-30 13:20:32,6,توسعه‌دهنده React-Native,2019-04-01 03:00:04,C,FT
2423,S,False,2019-01-28 15:34:47,4,تولید محتوا و شبکه‌های اجتماعی,2019-02-14 19:42:32,C,FT
2425,J,True,2019-01-28 14:32:19,4,توسعه‌دهنده Java,2019-03-30 03:00:04,C,FT
2426,S,True,2019-01-28 11:59:37,6,توسعه‌دهنده Front-end,2019-03-30 03:00:04,C,FT
2427,J,False,2019-01-27 09:25:58,4,برنامه‌نویس جاوا,2019-03-29 03:00:05,C,FT
2432,J,True,2020-06-28 18:50:23,6,کارشناس لینوکس,2020-08-28 03:00:10,C,FT
2433,S,False,2019-01-14 12:09:04,8,Data Engineer,2019-03-16 03:00:04,C,FT
2434,S,False,2019-01-14 11:46:56,6,SQL Developer,2019-03-16 03:00:04,C,FT
2436,S,False,2019-01-12 15:45:34,8,برنامه‌نویس Back-End,2019-03-14 03:00:04,C,FT
2437,S,False,2019-01-12 15:39:14,6,طراح UI,2019-03-14 03:00:04,C,FT
2438,S,False,2019-01-12 15:35:51,8,برنامه‌نویس موبایل (React-Native),2019-03-14 03:00:04,C,FT
2439,S,False,2019-01-12 15:29:16,8,برنامه‌نویس NodeJS,2019-03-14 03:00:04,C,FT
2440,S,False,2019-01-12 15:24:13,8,برنامه‌نویس PHP Laravel,2019-03-14 03:00:04,C,FT
2441,S,False,2019-01-12 14:31:05,8,برنامه‌نویس Front-End) React),2019-03-14 03:00:04,C,FT
2444,J,False,2020-05-12 11:19:56,6,طراح و توسعه‌دهنده وب,2020-07-12 03:00:09,C,FT
2446,J,False,2019-01-06 16:28:57,2,پروموتر,2019-03-08 03:00:04,C,PT
2451,S,False,2020-04-06 17:32:13,8,توسعه‌دهنده دات‌نت - Backend,2020-06-06 03:00:05,C,FT
2453,J,False,2020-06-06 11:14:41,4,برنامه‌نویس وب,2020-08-06 03:00:10,C,FT
2455,J,False,2020-06-12 12:38:02,6,طراح سایت و سوشال مدیا,2020-08-12 03:00:09,C,FT
2457,J,True,2020-06-07 17:45:09,2,کارآموز برنامه‌نویسی Vue.js,2020-08-07 03:00:08,C,FT
2459,J,False,2020-06-06 16:58:31,3,برنامه‌نویس NET.,2020-07-06 09:37:16,C,FT
2461,S,False,2020-09-01 12:56:46,8,برنامه‌نویس PHP,2020-11-01 03:00:15,C,FT
2462,S,False,2020-09-13 14:01:14,12,Mobile Developer (Flutter),2020-11-13 03:00:09,C,FT
2465,J,True,2020-04-16 18:05:00,4,برنامه‌نویس c#,2020-06-16 03:00:06,C,FT
2466,J,False,2020-07-20 16:23:42,6,برنامه‌نویس asp core,2020-09-19 03:00:10,C,FT
2467,J,False,2020-06-07 15:13:30,4,مدیر محصول,2020-08-07 03:00:08,C,PT
2468,S,False,2020-06-07 11:24:36,8,برنامه‌نویس (Front-end (ReactJs,2020-08-07 03:00:09,C,FT
2470,J,False,2020-06-19 16:30:02,6,توسعه‌دهنده نرم افزار و سایت,2020-07-09 10:04:21,C,FT
2473,J,False,2020-04-07 16:13:11,8,Web Developer,2020-06-07 03:00:05,C,FT
2474,S,True,2020-04-07 14:10:13,8,برنامه‌نویس React) Front-End),2020-06-07 03:00:05,C,FT
2476,J,False,2020-06-07 11:22:07,6,برنامه‌نویس PHP مسلط به WordPress,2020-08-07 03:00:09,C,FT
2477,J,False,2020-06-07 11:24:28,2,توسعه‌دهنده Front-end,2020-06-20 16:03:19,C,PT
2480,J,False,2020-05-16 11:45:03,4,کارشناس تولید محتوا,2020-06-07 14:18:08,C,FT
2481,J,False,2020-06-07 14:39:18,4,کارشناس تولید محتوا (مسلط به وردپرس),2020-07-11 17:37:43,C,FT
2482,I,False,2020-06-07 11:24:18,4,کارآموز یا توسعه‌دهنده فرانت اند,2020-08-07 03:00:09,C,FT
2484,J,False,2020-04-08 13:29:20,6,کارشناس توسعه‌دهنده iOS,2020-06-08 03:00:06,C,FT
2486,S,True,2020-09-13 13:58:25,12,Senior Back-End Developer (Python),2020-11-13 03:00:09,C,PT
2487,S,True,2020-06-13 16:07:54,8,"طراح توسعه‌دهنده ui ,ux",2020-08-13 03:00:09,C,FT
2488,J,True,2020-06-10 16:55:00,6,برنامه‌نویس React/React Native,2020-08-02 18:33:53,C,FT
2489,J,True,2020-06-07 11:25:12,4,توسعه‌دهنده Frontend,2020-08-07 03:00:09,C,FT
2490,J,False,2020-06-08 11:09:58,2,Vue.js Frontend developer,2020-06-21 17:30:53,C,FT
2491,J,True,2020-06-08 12:08:41,4,توسعه‌دهنده Back end,2020-08-08 03:00:09,C,FT
2494,S,False,2021-04-25 12:01:41,12,برنامه‌نویس ارشد Android,2021-06-05 03:00:13,C,FT
2495,J,True,2020-06-05 15:50:56,6,برنامه‌نویس Front-End,2020-06-09 13:11:46,C,PR
2497,J,True,2020-08-31 13:59:17,4,برنامه‌نویس اندروید (Android),2020-10-31 03:00:10,C,FT
2498,S,False,2020-06-30 11:30:56,2,وردپرس کار,2020-08-30 03:00:08,C,FT
2499,S,False,2020-08-20 09:58:49,12,توسعه‌دهنده ارشد Python) Back-End),2020-10-20 03:00:09,C,FT
2500,S,False,2020-08-11 10:14:38,6,توسعه‌دهنده Front-end (React ),2020-08-29 22:14:38,C,FT
2502,S,False,2020-08-27 17:34:24,8,توسعه‌دهنده Back-End,2020-10-27 03:00:10,C,FT
2503,S,False,2020-06-10 10:11:09,3,برنامه‌نویس PHP,2020-08-10 03:00:08,C,FT
2504,S,False,2020-06-27 11:51:25,4,توسعه‌دهنده موبایل Flutter,2020-08-27 03:00:11,C,FT
2507,S,False,2020-07-30 14:01:07,12,CTO (مدیر فنی),2020-08-10 16:37:16,C,FT
2509,J,False,2020-08-02 18:38:26,6,طراح UI/UX,2020-10-02 03:00:10,C,FT
2511,S,True,2020-04-11 11:05:24,3,برنامه‌نویس وردپرس,2020-06-11 03:00:05,C,PR
2514,S,True,2020-08-25 15:44:43,8,طراح رابط کاربری UI/UX,2020-09-06 14:25:45,C,FT
2516,S,False,2020-09-03 11:52:28,8,توسعه‌دهنده Back End,2020-11-03 03:00:09,C,FT
2517,S,True,2020-04-13 17:44:02,8,توسعه‌دهنده Front-end,2020-06-13 03:00:05,C,FT
2519,J,True,2020-10-30 23:54:10,8,توسعه‌دهنده Front End,2020-12-30 03:00:10,C,PT
2520,J,True,2020-06-13 12:10:48,4,کارشناس تولید محتوا,2020-08-13 03:00:09,C,FT
2521,J,False,2020-07-18 11:20:51,3,Front End developer,2020-09-05 18:28:16,C,FT
2522,S,False,2020-06-20 15:51:38,8,Full stack developer,2020-08-20 03:00:09,C,FT
2523,S,True,2020-06-20 15:50:31,12,توسعه‌دهنده اندروید,2020-08-20 03:00:09,C,FT
2524,S,True,2020-06-20 15:48:42,12,توسعه‌دهنده Back-end / Front-end,2020-08-20 03:00:09,C,PR
2525,J,False,2020-06-13 12:11:00,4,Software Expert,2020-08-13 03:00:09,C,FT
2528,S,False,2020-06-20 14:57:19,8,توسعه‌دهنده Front-end,2020-08-20 03:00:09,A,FT
2529,J,False,2020-12-17 14:02:31,8,برنامه‌نویس Golang,2021-02-16 03:00:11,C,FT
2530,J,True,2020-06-13 18:31:34,3,توسعه‌دهنده Front_end,2020-07-01 04:15:18,C,PT
2531,S,False,2020-06-13 14:06:33,12,Frontend Engineer,2020-06-23 11:27:04,C,FT
2534,S,False,2020-04-14 11:08:21,8,برنامه‌نویس Java,2020-06-14 03:00:05,C,FT
2570,J,True,2020-06-26 11:55:13,6,Full stack developer,2020-08-26 03:00:09,C,FT
2571,S,False,2020-05-26 12:07:30,8,توسعه‌دهنده Backend,2020-07-26 03:00:08,C,FT
2573,S,False,2020-04-27 15:41:24,4,UI/UX Designer,2020-06-27 03:00:08,C,FT
2574,S,True,2020-06-25 14:39:36,12,PHP backend developer,2020-06-29 02:30:34,C,PR
2575,S,False,2020-04-27 15:41:11,6,Backend Developer,2020-06-27 03:00:08,C,FT
2583,S,True,2020-04-27 11:57:40,3,متخصص برنامه‌نویسی و سئوی فنی سایت,2020-06-27 03:00:08,C,PR
2584,S,False,2020-04-27 11:57:11,12,Senior Back-End Developer,2020-06-27 03:00:08,C,FT
2585,S,False,2020-05-26 12:06:47,8,برنامه‌نویس اندروید,2020-07-26 03:00:08,C,FT
2586,S,False,2020-04-27 11:57:00,12,Senior Front-end Developer,2020-06-27 03:00:08,C,FT
2587,S,False,2020-04-27 11:56:46,4,Back-End Developer,2020-06-27 03:00:08,C,FT
2590,J,True,2020-06-28 18:51:44,6,کارشناس دیتابیس,2020-08-28 03:00:10,C,FT
2592,S,False,2020-05-26 12:06:24,8,برنامه‌نویس فریم ورک کدایگنایتر,2020-07-26 03:00:08,C,FT
2593,S,False,2020-05-26 12:05:35,6,برنامه‌نویس موبایل - Flutter,2020-07-26 03:00:08,C,FT
2594,S,True,2020-08-02 11:16:18,6,توسعه‌دهنده Back-End,2020-10-02 03:00:10,C,FT
2595,J,False,2020-05-26 12:05:04,3,توسعه‌دهنده Front-end - Angular,2020-07-26 03:00:08,C,FT
2596,S,False,2020-05-12 12:08:47,8,برنامه‌نویس ReactJS,2020-07-12 03:00:09,C,FT
2598,S,False,2020-08-03 17:00:45,6,توسعه‌دهنده Back-end,2020-10-03 03:00:10,C,FT
2599,S,True,2020-12-05 09:32:14,6,توسعه‌دهنده Front-end,2021-01-01 22:52:16,C,FT
2603,S,False,2020-10-05 10:16:44,12,Full Stack Developer,2020-12-05 03:00:10,C,FT
2604,S,True,2020-07-19 12:59:11,8,برنامه‌نویس Reactjs - Redux,2020-09-18 03:00:10,C,FT
